,genre,key
842,praise,5.52
843,theme,5.44
844,hungarian rock,5.5
845,athens indie,5.04
846,neo-trad metal,5.6
847,dub techno,5.79591836735
848,norwegian metal,5.42857142857
849,venezuelan rock,5.72
850,choral,4.78260869565
851,aggrotech,4.82
852,neo-progressive,4.73469387755
853,turkish alternative,5.47916666667
854,hungarian pop,6.31818181818
855,classic colombian pop,5.16
856,kizomba,5.96
857,avant-garde,5.54
858,columbus ohio indie,5.10204081633
859,czech folk,3.87234042553
860,anime score,4.78
861,visual kei,6.18
862,mizrahi,6.12
863,barnemusikk,4.54
864,abstract beats,5.69387755102
865,italian metal,5.66
866,popgaze,4.87755102041
867,indian folk,4.96
868,deep latin alternative,4.8125
869,power-pop punk,5.42
870,ok indie,5.34
871,deep chill,4.77083333333
872,classic turkish pop,5.34
873,french movie tunes,6.0
874,bubble trance,5.89795918367
875,goregrind,5.61224489796
876,j-indie,5.78
877,vintage italian soundtrack,5.04
878,melodic hard rock,4.56
879,deep tech house,6.39583333333
880,dark cabaret,5.18
881,shibuya-kei,4.5
882,deep pop punk,4.97916666667
883,folkmusik,5.86666666667
884,power blues-rock,5.22
885,rai,6.34693877551
886,p funk,5.58
887,swedish punk,4.76086956522
888,russian punk,5.88
889,spanish reggae,5.58
890,black thrash,4.54
891,fidget house,6.75510204082
892,shimmer psych,4.56
893,musica nativista,5.2619047619
894,albanian pop,6.14
895,horrorcore,4.82
896,basque rock,5.25531914894
897,violin,4.13636363636
898,nu skool breaks,5.8
899,melodic power metal,5.54
900,turkish classical,4.81632653061
901,highlife,5.1
902,belly dance,5.6
903,string quartet,4.28
904,classic belgian pop,4.97959183673
905,indie psych-pop,6.14285714286
906,southern gospel,5.87755102041
907,chiptune,5.54
908,soukous,6.3
909,lds,4.83673469388
910,instrumental post rock,3.87755102041
911,irish country,4.89795918367
912,brass band,5.06
913,classic polish pop,4.57446808511
914,bouncy house,4.7
915,vintage swedish pop,5.31914893617
916,timba,4.38
917,classic peruvian pop,5.5306122449
918,renaissance,4.5
919,acid techno,5.14
920,norwegian gospel,4.12
921,yugoslav rock,6.79591836735
922,dominican pop,4.18
923,classic icelandic pop,5.06382978723
924,arab folk,5.95833333333
925,southern soul blues,5.76
926,perth indie,5.76
927,neue deutsche welle,6.55102040816
928,swiss rock,4.7
929,zouk,4.68
930,deep melodic metalcore,4.9
931,sega,4.67346938776
932,mod revival,4.82
933,pakistani pop,6.24489795918
934,deep soul house,6.1
935,french folk pop,4.16666666667
936,deep christian rock,5.62
937,c86,5.38
938,rio de la plata,6.10416666667
939,native american,5.59183673469
940,college a cappella,4.36
941,uk dub,5.75510204082
942,jazz bass,5.08
943,miami bass,5.98
944,ambient idm,4.78
945,polish reggae,5.30612244898
946,nordic folk,5.2
947,hauntology,5.74
948,vienna indie,5.20833333333
949,swamp pop,6.3
950,modern uplift,4.75
951,catalan folk,4.3125
952,chanson quebecois,5.77083333333
953,girl group,4.82
954,brazilian composition,6.0625
955,digital hardcore,5.52
956,hip hop tuga,7.14893617021
957,hip hop quebecois,5.83333333333
958,deep neofolk,6.0
959,vintage french electronic,5.4693877551
960,samba-enredo,5.21739130435
961,vocaloid,6.30612244898
962,italian jazz,4.9
963,croatian pop,5.5625
964,spanish folk,4.84
965,hard minimal techno,5.42857142857
966,vintage tango,5.02
967,desert blues,5.5
968,garage punk,4.96
969,bounce,5.20454545455
970,hiplife,4.91666666667
971,mexican son,4.70833333333
972,german oi,4.77551020408
973,classical guitar,5.65306122449
974,drumfunk,5.97959183673
975,czech hip hop,4.91304347826
976,appalachian folk,6.69387755102
977,vietnamese pop,5.18
978,balkan brass,5.12
979,free improvisation,5.6170212766
980,riot grrrl,6.9
981,rosary,5.08
982,electronica,4.3
983,underground latin hip hop,5.5
984,karneval,4.23404255319
985,serialism,5.02040816327
986,cante flamenco,5.36170212766
987,tico,5.75510204082
988,boogie-woogie,5.02
989,morna,5.46
990,ecuadoria,6.22448979592
991,traditional rock 'n roll,4.78
992,estonian pop,4.98
993,tin pan alley,5.14
994,german show tunes,4.725
995,disco polo,5.78
996,portuguese pop,5.19565217391
997,mbalax,6.10204081633
998,harpsichord,3.4
999,deep soundtrack,5.58
1000,polish indie,5.32653061224
1001,cyber metal,6.42857142857
1002,kids dance party,4.12
1003,metal guitar,5.24
1004,thrash core,5.36
1005,outsider,4.9387755102
1006,full on,6.64583333333
1007,composition d,5.33333333333
1008,deep liquid,5.71428571429
1009,kompa,4.92
1010,new age piano,4.92
1011,heavy alternative,5.22448979592
1012,jumpstyle,4.48
1013,electropunk,5.38
1014,classic czech pop,4.41860465116
1015,stomp and whittle,5.3
1016,slovak hip hop,5.88888888889
1017,beats,5.12244897959
1018,brutal deathcore,5.22
1019,finnish indie,5.22916666667
1020,makossa,6.57142857143
1021,qawwali,4.56
1022,kwaito house,5.10204081633
1023,witch house,5.4693877551
1024,j-ambient,4.2
1025,atmospheric post rock,3.98
1026,zillertal,3.97826086957
1027,gothic alternative,5.42
1028,funk carioca,5.52083333333
1029,latvian pop,5.97872340426
1030,crust punk,5.0
1031,oshare kei,5.3125
1032,blackgaze,5.36734693878
1033,psych gaze,6.44897959184
1034,grunge pop,4.51020408163
1035,orquesta tropical,6.08163265306
1036,ghazal,5.34
1037,classic venezuelan pop,4.95918367347
1038,rva indie,5.62
1039,irish indie,5.72
1040,denver indie,4.7
1041,world chill,5.26530612245
1042,deep gothic post-punk,4.82
1043,ethiopian pop,5.79591836735
1044,deep rai,4.84782608696
1045,electro dub,5.89130434783
1046,traditional ska,5.58
1047,hungarian hip hop,5.71111111111
1048,fake,3.7
1049,beatdown,5.16
1050,deep acoustic pop,5.08163265306
1051,drone folk,4.61224489796
1052,canadian hip hop,5.55102040816
1053,louisville indie,5.02
1054,dirty texas rap,4.71428571429
1055,neofolk,4.75510204082
1056,neo-rockabilly,5.28
1057,judaica,5.52
1058,deep flow,5.15789473684
1059,japanese psychedelic,5.78
1060,ragtime,3.95918367347
1061,anarcho-punk,5.1
1062,workout,4.82
1063,austrian hip hop,6.08333333333
1064,guidance,4.9
1065,traditional british folk,4.79591836735
1066,calypso,4.42
1067,orquesta tipica,5.16
1068,swiss hip hop,5.47916666667
1069,geek rock,5.30612244898
1070,deep adult standards,5.08
1071,blaskapelle,4.55319148936
1072,classic french pop,5.52
1073,nwothm,4.79591836735
1074,deep smooth jazz,5.32
1075,deep dance pop,5.48979591837
1076,dark black metal,5.95918367347
1077,abstract,6.20833333333
1078,tone,5.39583333333
1079,neo-synthpop,3.88
1080,minimal melodic techno,4.42553191489
1081,nerdcore,4.98
1082,ukulele,3.68
1083,kurdish folk,5.4693877551
1084,ukrainian rock,5.48979591837
1085,kayokyoku,5.12244897959
1086,new beat,6.58333333333
1087,lithumania,5.52083333333
1088,modern southern rock,5.98
1089,euroska,6.35416666667
1090,k-rock,5.0
1091,classic soundtrack,4.38
1092,zouglou,6.63265306122
1093,australian indie,5.02
1094,indie emo,5.69387755102
1095,lo star,4.12
1096,atmospheric post-metal,5.44
1097,broken beat,4.76
1098,acousmatic,6.16
1099,minimal wave,5.89795918367
1100,solipsynthm,5.79591836735
1101,swedish prog,5.26
1102,alternative americana,4.02040816327
1103,darkstep,5.26530612245
1104,nl folk,5.5
1105,marching band,5.51020408163
1106,lounge house,4.59574468085
1107,semba,5.47916666667
1108,underground power pop,5.32
1109,psychedelic blues-rock,5.5
1110,crack rock steady,6.24
1111,vegan straight edge,5.30612244898
1112,motivation,4.22
1113,schranz,5.32653061224
1114,traditional swing,5.25
1115,chalga,4.95918367347
1116,musiikkia lapsille,4.58695652174
1117,footwork,5.6
1118,breakcore,6.18367346939
1119,yoik,5.20833333333
1120,leeds indie,4.5306122449
1121,tribute,5.38775510204
1122,funky breaks,6.36734693878
1123,indian classical,5.41666666667
1124,didgeridoo,5.68085106383
1125,classic dutch pop,3.73469387755
1126,slc indie,5.5
1127,deep contemporary country,5.67346938776
1128,danish indie,6.02083333333
1129,belgian indie,5.375
1130,jazz brass,5.22448979592
1131,deep brazilian pop,4.63829787234
1132,corrosion,6.24
1133,black death,4.68
1134,japanese jazztronica,5.4
1135,electro trash,5.63265306122
1136,classic afrobeat,5.14
1137,gothic americana,5.04081632653
1138,slavic metal,4.64
1139,dark hardcore,5.4347826087
1140,scratch,5.73469387755
1141,traditional scottish folk,5.73469387755
1142,hebrew pop,4.44
1143,garage punk blues,4.42
1144,hindustani classical,5.41666666667
1145,indie singer-songwriter,5.0
1146,deep german punk,4.60869565217
1147,deep disco,5.3
1148,electronicore,5.26530612245
1149,zydeco,4.92
1150,usbm,5.72
1151,string folk,5.18367346939
1152,beach music,5.69565217391
1153,luk thung,4.65306122449
1154,michigan indie,4.56
1155,south african jazz,5.9
1156,islamic recitation,4.67346938776
1157,spanish invasion,4.6875
1158,russian alternative,5.83333333333
1159,deep orchestral,5.59574468085
1160,mallet,5.125
1161,dark ambient,4.9387755102
1162,ragga jungle,5.95833333333
1163,progressive alternative,6.02
1164,fast melodic punk,5.4347826087
1165,martial industrial,5.76315789474
1166,deep discofox,6.28571428571
1167,enka,5.20833333333
1168,kwaito,4.59183673469
1169,porro,6.4
1170,power violence,5.78
1171,finnish hardcore,4.93181818182
1172,neurostep,5.0625
1173,classic russian pop,5.75510204082
1174,vapor house,4.20408163265
1175,deep melodic hard rock,4.79591836735
1176,downtempo fusion,4.9
1177,ostrock,6.10869565217
1178,spanish classical,5.82978723404
1179,monastic,5.18367346939
1180,string band,5.14
1181,ambient psychill,5.63265306122
1182,faroese pop,4.97959183673
1183,musica per bambini,3.83333333333
1184,rebetiko,5.3125
1185,romanian rock,5.04255319149
1186,panpipe,3.70833333333
1187,afrikaans,4.66666666667
1188,abstract idm,4.14285714286
1189,deep psychobilly,5.86
1190,ugandan pop,6.24
1191,bass trip,5.44
1192,power electronics,5.98
1193,french punk,5.67346938776
1194,library music,4.85714285714
1195,j-reggae,5.60869565217
1196,russian folk,4.66
1197,musique pour enfants,5.14285714286
1198,hard house,5.375
1199,concert piano,4.40816326531
1200,trash rock,6.125
1201,wind ensemble,4.16
1202,deep liquid bass,5.53191489362
1203,deep jazz guitar,5.04081632653
1204,norwegian jazz,5.4358974359
1205,neo metal,6.0612244898
1206,gospel reggae,4.70833333333
1207,traditional soul,4.82
1208,persian traditional,5.02
1209,coupe decale,5.81632653061
1210,italian progressive rock,4.85714285714
1211,manele,4.97872340426
1212,magyar,5.81818181818
1213,melodic progressive metal,5.60869565217
1214,japanoise,6.83673469388
1215,bay area hip hop,5.86
1216,german ccm,4.78260869565
1217,bossa nova jazz,4.83333333333
1218,deep opera,4.75555555556
1219,greek indie,4.97959183673
1220,consort,5.08163265306
1221,chaotic black metal,5.22916666667
1222,classic schlager,5.45652173913
1223,rap metalcore,4.4
1224,slam death metal,5.4375
1225,deep ambient,4.36
1226,nz indie,4.22916666667
1227,polyphony,5.0
1228,deep progressive trance,6.70833333333
1229,galego,4.95833333333
1230,indie fuzzpop,4.55102040816
1231,experimental psych,4.74
1232,iskelma,5.65957446809
1233,italian folk,4.78260869565
1234,tekno,5.24390243902
1235,shanty,4.72
1236,dark psytrance,6.28888888889
1237,breton folk,5.77272727273
1238,jig and reel,4.57142857143
1239,military band,4.20833333333
1240,technical brutal death metal,5.02040816327
1241,armenian folk,5.7
1242,gamecore,4.62
1243,tzadik,4.83333333333
1244,neo-pagan,4.58
1245,go-go,4.18367346939
1246,deep folk metal,4.60416666667
1247,contemporary composition,4.5625
1248,deep canadian indie,5.82
1249,liturgical,5.0612244898
1250,speedcore,5.97826086957
1251,depressive black metal,4.81632653061
1252,accordion,5.17021276596
1253,skinhead reggae,5.7619047619
1254,bulgarian rock,5.72340425532
1255,harp,5.02173913043
1256,ambient fusion,4.4375
1257,funeral doom,5.40909090909
1258,pipe band,5.42857142857
1259,remix,5.61224489796
1260,screamocore,4.83673469388
1261,danish jazz,4.67346938776
1262,future ambient,5.33333333333
1263,deep soft rock,5.55102040816
1264,spoken word,4.42
1265,klezmer,5.21428571429
1266,j-core,5.44680851064
1267,deep german indie,5.5
1268,minimal dubstep,5.91666666667
1269,deep sunset lounge,5.59090909091
1270,bemani,4.18367346939
1271,indorock,5.54166666667
1272,flick hop,5.39583333333
1273,indie shoegaze,5.75
1274,vintage chanson,5.48936170213
1275,greek house,5.65957446809
1276,punta,5.73469387755
1277,doujin,4.76
1278,corsican folk,4.63829787234
1279,nepali,5.02
1280,screamo punk,6.04
1281,ghettotech,6.4693877551
1282,west african jazz,5.27083333333
1283,college marching band,5.5306122449
1284,kuduro,4.71111111111
1285,neo-industrial rock,5.32653061224
1286,greek hip hop,5.66666666667
1287,barbershop,5.76
1288,jazz orchestra,5.89795918367
1289,benga,5.40816326531
1290,brass ensemble,6.10416666667
1291,stl indie,5.0
1292,deep happy hardcore,5.77083333333
1293,hard glam,5.36734693878
1294,blues-rock guitar,6.14893617021
1295,mantra,4.10869565217
1296,british dance band,4.82222222222
1297,guitar case,5.26530612245
1298,african percussion,4.64583333333
1299,dallas indie,5.51063829787
1300,geek folk,4.66
1301,carnatic,5.71739130435
1302,deep darkpsy,5.77777777778
1303,triangle indie,4.56
1304,cumbia funk,5.04166666667
1305,thrash-groove metal,4.34782608696
1306,outer hip hop,5.36956521739
1307,throat singing,4.83333333333
1308,swedish pop punk,5.91111111111
1309,sinhala,5.97872340426
1310,dark minimal techno,5.77777777778
1311,chinese traditional,5.56
1312,deep deep house,6.30434782609
1313,italian punk,5.09090909091
1314,unblack metal,5.68085106383
1315,deep vocal jazz,4.8085106383
1316,cornetas y tambores,3.9347826087
1317,jug band,4.58333333333
1318,indie pop rock,5.59183673469
1319,power noise,5.91304347826
1320,capoeira,5.1914893617
1321,commons,6.51063829787
1322,post-disco soul,5.97916666667
1323,halloween,6.20833333333
1324,contemporary folk,5.9387755102
1325,finnish jazz,4.56818181818
1326,chinese indie rock,5.57446808511
1327,byzantine,4.91836734694
1328,zim,6.28260869565
1329,black sludge,5.91836734694
1330,vintage jazz,4.20408163265
1331,dubsteppe,6.31914893617
1332,deep psytrance,5.79591836735
1333,street punk,5.54347826087
1334,breaks,4.55319148936
1335,drama,4.9375
1336,abstractro,4.10204081633
1337,deep new wave,4.83333333333
1338,gospel blues,6.1875
1339,light music,4.46808510638
1340,deep southern soul,4.87755102041
1341,deep indie rock,4.97959183673
1342,mexican traditional,7.59183673469
1343,gothic post-punk,5.59183673469
1344,cajun,5.58
1345,northern irish indie,5.29787234043
1346,british brass band,5.31914893617
1347,deep indie singer-songwriter,4.5652173913
1348,noise punk,5.66666666667
1349,traditional funk,5.93617021277
1350,polish jazz,5.29166666667
1351,baroque ensemble,5.18
1352,deep ragga,4.47826086957
1353,demoscene,5.52173913043
1354,japanese traditional,5.12
1355,deep downtempo fusion,5.60416666667
1356,heavy gothic rock,5.47916666667
1357,bangla,5.12765957447
1358,covertrance,5.97727272727
1359,deep vocal house,6.64444444444
1360,deep freestyle,5.875
1361,classical organ,4.48936170213
1362,deep full on,6.11363636364
1363,makina,4.89361702128
1364,c64,5.9375
1365,spytrack,4.79591836735
1366,classical flute,5.59183673469
1367,musique concrete,5.53191489362
1368,grim death metal,5.47826086957
1369,polka,5.08163265306
1370,slash punk,4.47916666667
1371,muziek voor kinderen,4.73076923077
1372,deep jazz fusion,5.5652173913
1373,classic eurovision,4.46
1374,chamber choir,5.25
1375,skiffle,5.29787234043
1376,poetry,5.27083333333
1377,deep funk house,6.12765957447
1378,fallen angel,5.9375
1379,electroacoustic improvisation,4.44186046512
1380,steelpan,5.34
1381,belorush,4.27659574468
1382,fussball,6.71428571429
1383,oratory,6.04255319149
1384,deep east coast hip hop,6.18367346939
1385,grisly death metal,6.44897959184
1386,traditional reggae,6.04651162791
1387,spanish indie rock,5.0
1388,sunset lounge,5.18604651163
1389,early music ensemble,6.21739130435
1390,contemporary classical,5.75510204082
1391,lowercase,4.17777777778
1392,punk ska,5.56
1393,deep progressive house,6.04444444444
1394,indian rock,4.47916666667
1395,clarinet,5.18421052632
1396,deep jazz piano,4.8085106383
1397,deep melodic death metal,5.76
1398,hardcore breaks,5.67391304348
1399,skinhead oi,3.86956521739
1400,vintage swing,5.52173913043
1401,hatecore,5.43181818182
1402,glitch beats,6.24444444444
1403,villancicos,4.88888888889
1404,deep classic garage rock,5.31914893617
1405,deep indie pop,4.8085106383
1406,neo soul-jazz,6.31914893617
1407,deep pop emo,5.57777777778
1408,traditional rockabilly,6.14893617021
1409,deep nordic folk,5.97916666667
1410,klapa,5.73333333333
1411,deep swedish rock,5.5306122449
1412,crossover prog,4.11111111111
1413,football,4.70833333333
1414,organic ambient,5.55319148936
1415,soda pop,3.95918367347
1416,deep chill-out,5.0652173913
1417,deep hardcore,5.54347826087
1418,deep filthstep,5.11363636364
1419,wrock,4.4693877551
1420,norwegian punk,5.22916666667
1421,deep northern soul,4.57446808511
1422,experimental dubstep,5.39130434783
1423,deep free jazz,4.92
1424,raw black metal,5.52
1425,thai indie,5.26666666667
1426,classic psychedelic rock,4.65957446809
1427,gamelan,5.24489795918
1428,deep surf music,5.8085106383
1429,dubstep product,4.85106382979
1430,goa trance,5.65909090909
1431,deep italo disco,5.57777777778
1432,deep thrash metal,5.70833333333
1433,deep g funk,5.84782608696
1434,accordeon,4.48979591837
1435,charred death,5.22727272727
1436,ambient dub techno,5.51063829787
1437,slovenian rock,5.31914893617
1438,maghreb,5.6170212766
1439,re:techno,6.72222222222
1440,malagasy folk,5.08695652174
1441,hard stoner rock,4.86956521739
1442,dark progressive house,7.11111111111
1443,zeuhl,4.53333333333
1444,neo honky tonk,5.83673469388
1445,tanzlmusi,5.91666666667
1446,deep dub techno,5.4347826087
1447,j-punk,5.22448979592
1448,noise,5.28888888889
1449,chill groove,5.26829268293
1450,tibetan,5.42222222222
1451,deep punk rock,5.59090909091
1452,deep power-pop punk,5.91666666667
1453,j-poppunk,4.93181818182
1454,italo beats,5.975
1455,deep space rock,5.85106382979
1456,deep motown,4.10416666667
1457,kc indie,5.76
1458,new jack smooth,5.47916666667
1459,deep nz indie,5.72340425532
1460,alternative metalcore,4.89130434783
1461,chinese opera,4.51111111111
1462,vintage rockabilly,5.94
1463,deep eurodance,5.12244897959
1464,deep cello,4.28571428571
1465,chill-out trance,5.25
1466,german street punk,4.69565217391
1467,terrorcore,5.84615384615
1468,doomcore,6.23913043478
1469,twin cities indie,5.64583333333
1470,french folk,5.38775510204
1471,glitter trance,5.0
1472,nu electro,5.42222222222
1473,indie emo rock,4.60975609756
1474,deep classical piano,4.4375
1475,ceilidh,4.29166666667
1476,alternative hardcore,5.55813953488
1477,jangle rock,5.25
1478,skweee,4.65217391304
1479,bulgarian folk,5.5625
1480,deep neo-synthpop,6.45652173913
1481,rhythm and boogie,4.75
1482,swedish jazz orkester,5.61224489796
1483,deep hardcore punk,4.55813953488
1484,chinese experimental,5.41304347826
1485,jazz composition,4.56097560976
1486,modern downshift,3.91666666667
1487,ethereal gothic,5.41304347826
1488,ghoststep,5.02777777778
1489,anime cv,5.8
1490,modern free jazz,5.4347826087
1491,vintage schlager,5.0
1492,song poem,5.87755102041
1493,neo-traditional country,4.91304347826
1494,deep orgcore,4.37777777778
1495,cryptic black metal,5.625
1496,cinematic dubstep,5.64102564103
1497,vintage country folk,4.30612244898
1498,vintage gospel,5.65957446809
1499,gothic doom,5.78260869565
1500,deep symphonic black metal,4.9387755102
1501,vintage reggae,6.38775510204
1502,deep german jazz,4.83673469388
1503,twee indie pop,6.53846153846
1504,saxophone,5.48780487805
1505,dark electro-industrial,3.98
1506,deep delta blues,6.30612244898
1507,caucasian folk,5.625
1508,chip hop,4.6875
1509,deep breakcore,6.10869565217
1510,deep deep tech house,6.4
1511,deep string quartet,5.2
1512,necrogrind,5.93333333333
1513,central asian folk,4.72340425532
1514,drone psych,5.45714285714
1515,vintage swoon,4.71428571429
1516,rock noise,5.7
1517,smooth urban r&b,4.48837209302
1518,deep latin jazz,4.33333333333
1519,vintage western,5.0
