,genre,valence
820,progressive psytrance,0.235089795918
821,comedy rock,0.583673469388
822,thai pop,0.4897
823,psychill,0.29317755102
824,orchestral,0.177076
825,tribal house,0.492429166667
826,atmospheric black metal,0.180284
827,progressive trance house,0.300354166667
828,deep indian pop,0.603551020408
829,jazz trio,0.37
830,classical performance,0.174096
831,persian pop,0.71502
832,fado,0.3776
833,classical piano,0.131847619048
834,uk hip hop,0.588569387755
835,voidgaze,0.138626
836,danish hip hop,0.602312244898
837,zouk riddim,0.65154
838,israeli rock,0.630462
839,czech rock,0.617816326531
840,swedish reggae,0.698404255319
841,exotica,0.553244
842,praise,0.33306
843,theme,0.303062
844,hungarian rock,0.5857
845,athens indie,0.492396
846,neo-trad metal,0.317356
847,dub techno,0.288693877551
848,norwegian metal,0.247991836735
849,venezuelan rock,0.678244
850,choral,0.0837956521739
851,aggrotech,0.48243
852,neo-progressive,0.331232653061
853,turkish alternative,0.435133333333
854,hungarian pop,0.600704545455
855,classic colombian pop,0.82484
856,kizomba,0.59014
857,avant-garde,0.120958
858,columbus ohio indie,0.435626530612
859,czech folk,0.585510638298
860,anime score,0.14527
861,visual kei,0.48814
862,mizrahi,0.67974
863,barnemusikk,0.511606
864,abstract beats,0.530704081633
865,italian metal,0.370576
866,popgaze,0.518
867,indian folk,0.5943
868,deep latin alternative,0.522639583333
869,power-pop punk,0.63118
870,ok indie,0.46
871,deep chill,0.437789583333
872,classic turkish pop,0.616
873,french movie tunes,0.409542857143
874,bubble trance,0.423734693878
875,goregrind,0.237042857143
876,j-indie,0.59978
877,vintage italian soundtrack,0.128816
878,melodic hard rock,0.432352
879,deep tech house,0.4462875
880,dark cabaret,0.501182
881,shibuya-kei,0.561672916667
882,deep pop punk,0.5493125
883,folkmusik,0.384733333333
884,power blues-rock,0.67108
885,rai,0.644204081633
886,p funk,0.71667
887,swedish punk,0.491108695652
888,russian punk,0.614976
889,spanish reggae,0.71908
890,black thrash,0.292718
891,fidget house,0.416814285714
892,shimmer psych,0.432992
893,musica nativista,0.801023809524
894,albanian pop,0.59018
895,horrorcore,0.426688
896,basque rock,0.545334042553
897,violin,0.164977272727
898,nu skool breaks,0.440296
899,melodic power metal,0.42584
900,turkish classical,0.372448979592
901,highlife,0.76022
902,belly dance,0.60095
903,string quartet,0.447864
904,classic belgian pop,0.505065306122
905,indie psych-pop,0.398283673469
906,southern gospel,0.297867346939
907,chiptune,0.450286
908,soukous,0.78016
909,lds,0.196983673469
910,instrumental post rock,0.0790673469388
911,irish country,0.575653061224
912,brass band,0.63084
913,classic polish pop,0.521417021277
914,bouncy house,0.457836
915,vintage swedish pop,0.629170212766
916,timba,0.84434
917,classic peruvian pop,0.803489795918
918,renaissance,0.197458
919,acid techno,0.432396
920,norwegian gospel,0.293772
921,yugoslav rock,0.680285714286
922,dominican pop,0.6245
923,classic icelandic pop,0.425331914894
924,arab folk,0.418158333333
925,southern soul blues,0.74898
926,perth indie,0.585822
927,neue deutsche welle,0.745114285714
928,swiss rock,0.441296
929,zouk,0.72008
930,deep melodic metalcore,0.24869
931,sega,0.730081632653
932,mod revival,0.68932
933,pakistani pop,0.518897959184
934,deep soul house,0.52388
935,french folk pop,0.6684375
936,deep christian rock,0.349594
937,c86,0.601028
938,rio de la plata,0.7303125
939,native american,0.383875510204
940,college a cappella,0.391004
941,uk dub,0.663510204082
942,jazz bass,0.50009
943,miami bass,0.642086
944,ambient idm,0.15811
945,polish reggae,0.654855102041
946,nordic folk,0.213634
947,hauntology,0.246296
948,vienna indie,0.416229166667
949,swamp pop,0.7094
950,modern uplift,0.500625
951,catalan folk,0.5791625
952,chanson quebecois,0.552645833333
953,girl group,0.61002
954,brazilian composition,0.315710416667
955,digital hardcore,0.401673469388
956,hip hop tuga,0.521936170213
957,hip hop quebecois,0.5335
958,deep neofolk,0.417493877551
959,vintage french electronic,0.445348979592
960,samba-enredo,0.81402173913
961,vocaloid,0.439093877551
962,italian jazz,0.22861
963,croatian pop,0.617208333333
964,spanish folk,0.58534
965,hard minimal techno,0.244212244898
966,vintage tango,0.59632
967,desert blues,0.5648
968,garage punk,0.44714
969,bounce,0.588136363636
970,hiplife,0.748770833333
971,mexican son,0.7431875
972,german oi,0.532693877551
973,classical guitar,0.316495918367
974,drumfunk,0.311893877551
975,czech hip hop,0.463152173913
976,appalachian folk,0.639724489796
977,vietnamese pop,0.40594
978,balkan brass,0.6894
979,free improvisation,0.351161702128
980,riot grrrl,0.595
981,rosary,0.2655
982,electronica,0.38328
983,underground latin hip hop,0.678395833333
984,karneval,0.687468085106
985,serialism,0.0965625
986,cante flamenco,0.515276595745
987,tico,0.576326530612
988,boogie-woogie,0.72288
989,morna,0.63684
990,ecuadoria,0.637102040816
991,traditional rock 'n roll,0.607514
992,estonian pop,0.431744
993,tin pan alley,0.412232
994,german show tunes,0.3301475
995,disco polo,0.77142
996,portuguese pop,0.803065217391
997,mbalax,0.681055102041
998,harpsichord,0.247324
999,deep soundtrack,0.055196
1000,polish indie,0.588569387755
1001,cyber metal,0.313106122449
1002,kids dance party,0.722046
1003,metal guitar,0.389898
1004,thrash core,0.38782
1005,outsider,0.541020408163
1006,full on,0.23475
1007,composition d,0.070825
1008,deep liquid,0.258648979592
1009,kompa,0.74844
1010,new age piano,0.173504
1011,heavy alternative,0.418979591837
1012,jumpstyle,0.351518
1013,electropunk,0.540798
1014,classic czech pop,0.498553488372
1015,stomp and whittle,0.48506
1016,slovak hip hop,0.494844444444
1017,beats,0.545697959184
1018,brutal deathcore,0.158636
1019,finnish indie,0.43849375
1020,makossa,0.810367346939
1021,qawwali,0.51526
1022,kwaito house,0.543657142857
1023,witch house,0.253853061224
1024,j-ambient,0.269971428571
1025,atmospheric post rock,0.12937
1026,zillertal,0.911826086957
1027,gothic alternative,0.485824
1028,funk carioca,0.756208333333
1029,latvian pop,0.538085106383
1030,crust punk,0.35083
1031,oshare kei,0.538270833333
1032,blackgaze,0.136032653061
1033,psych gaze,0.432293877551
1034,grunge pop,0.449204081633
1035,orquesta tropical,0.827551020408
1036,ghazal,0.60872
1037,classic venezuelan pop,0.707224489796
1038,rva indie,0.462386
1039,irish indie,0.417602
1040,denver indie,0.51532
1041,world chill,0.340165306122
1042,deep gothic post-punk,0.478046
1043,ethiopian pop,0.707448979592
1044,deep rai,0.777173913043
1045,electro dub,0.524432608696
1046,traditional ska,0.8384
1047,hungarian hip hop,0.635311111111
1048,fake,0.61822
1049,beatdown,0.333266
1050,deep acoustic pop,0.350024489796
1051,drone folk,0.273132653061
1052,canadian hip hop,0.596653061224
1053,louisville indie,0.375866
1054,dirty texas rap,0.530589795918
1055,neofolk,0.279120408163
1056,neo-rockabilly,0.709592
1057,judaica,0.42086
1058,deep flow,0.549157894737
1059,japanese psychedelic,0.38059
1060,ragtime,0.687830612245
1061,anarcho-punk,0.41422
1062,workout,0.69964
1063,austrian hip hop,0.484366666667
1064,guidance,0.345256
1065,traditional british folk,0.408208163265
1066,calypso,0.74928
1067,orquesta tipica,0.66888
1068,swiss hip hop,0.571625
1069,geek rock,0.792408163265
1070,deep adult standards,0.63588
1071,blaskapelle,0.733361702128
1072,classic french pop,0.68548
1073,nwothm,0.362181632653
1074,deep smooth jazz,0.630348
1075,deep dance pop,0.556387755102
1076,dark black metal,0.100793877551
1077,abstract,0.257902083333
1078,tone,0.0554208333333
1079,neo-synthpop,0.596142
1080,minimal melodic techno,0.291685106383
1081,nerdcore,0.66561
1082,ukulele,0.58808
1083,kurdish folk,0.648489795918
1084,ukrainian rock,0.49366122449
1085,kayokyoku,0.452448979592
1086,new beat,0.513520833333
1087,lithumania,0.458645833333
1088,modern southern rock,0.53492
1089,euroska,0.823208333333
1090,k-rock,0.5292
1091,classic soundtrack,0.371024
1092,zouglou,0.822
1093,australian indie,0.55764
1094,indie emo,0.515648979592
1095,lo star,0.437764
1096,atmospheric post-metal,0.211682
1097,broken beat,0.64917
1098,acousmatic,0.145587755102
1099,minimal wave,0.521079591837
1100,solipsynthm,0.5627
1101,swedish prog,0.30682
1102,alternative americana,0.493071428571
1103,darkstep,0.211118367347
1104,nl folk,0.70078
1105,marching band,0.460553061224
1106,lounge house,0.457753191489
1107,semba,0.611770833333
1108,underground power pop,0.66552
1109,psychedelic blues-rock,0.525285416667
1110,crack rock steady,0.415542
1111,vegan straight edge,0.358775510204
1112,motivation,0.400904166667
1113,schranz,0.302448979592
1114,traditional swing,0.6498125
1115,chalga,0.683969387755
1116,musiikkia lapsille,0.687404347826
1117,footwork,0.377816
1118,breakcore,0.2803
1119,yoik,0.34591875
1120,leeds indie,0.46007755102
1121,tribute,0.415306122449
1122,funky breaks,0.711312244898
1123,indian classical,0.370870833333
1124,didgeridoo,0.345729787234
1125,classic dutch pop,0.756795918367
1126,slc indie,0.444698
1127,deep contemporary country,0.507040816327
1128,danish indie,0.316341666667
1129,belgian indie,0.4154875
1130,jazz brass,0.403897959184
1131,deep brazilian pop,0.566674468085
1132,corrosion,0.57148
1133,black death,0.156498
1134,japanese jazztronica,0.558198
1135,electro trash,0.362867346939
1136,classic afrobeat,0.74064
1137,gothic americana,0.672912244898
1138,slavic metal,0.31113
1139,dark hardcore,0.193919565217
1140,scratch,0.556851020408
1141,traditional scottish folk,0.479381632653
1142,hebrew pop,0.61068
1143,garage punk blues,0.57868
1144,hindustani classical,0.3013
1145,indie singer-songwriter,0.279968
1146,deep german punk,0.347841304348
1147,deep disco,0.78026
1148,electronicore,0.282206122449
1149,zydeco,0.81398
1150,usbm,0.097134
1151,string folk,0.243824489796
1152,beach music,0.739195652174
1153,luk thung,0.504848979592
1154,michigan indie,0.5155
1155,south african jazz,0.646852
1156,islamic recitation,0.442673469388
1157,spanish invasion,0.707979166667
1158,russian alternative,0.467566666667
1159,deep orchestral,0.143134042553
1160,mallet,0.602910416667
1161,dark ambient,0.0551244897959
1162,ragga jungle,0.697583333333
1163,progressive alternative,0.35696
1164,fast melodic punk,0.483956521739
1165,martial industrial,0.279
1166,deep discofox,0.679653061224
1167,enka,0.440125
1168,kwaito,0.647081632653
1169,porro,0.88834
1170,power violence,0.239702
1171,finnish hardcore,0.472843181818
1172,neurostep,0.34700625
1173,classic russian pop,0.776612244898
1174,vapor house,0.342126530612
1175,deep melodic hard rock,0.474869387755
1176,downtempo fusion,0.415174
1177,ostrock,0.52922826087
1178,spanish classical,0.355768085106
1179,monastic,0.076587755102
1180,string band,0.66181
1181,ambient psychill,0.238508163265
1182,faroese pop,0.35853877551
1183,musica per bambini,0.700375
1184,rebetiko,0.616854166667
1185,romanian rock,0.577065957447
1186,panpipe,0.356222916667
1187,afrikaans,0.682833333333
1188,abstract idm,0.383902040816
1189,deep psychobilly,0.55536
1190,ugandan pop,0.87312
1191,bass trip,0.4858
1192,power electronics,0.87496
1193,french punk,0.542632653061
1194,library music,0.550595918367
1195,j-reggae,0.549239130435
1196,russian folk,0.41892
1197,musique pour enfants,0.660730612245
1198,hard house,0.403875
1199,concert piano,0.222657142857
1200,trash rock,0.711270833333
1201,wind ensemble,0.065858
1202,deep liquid bass,0.282185106383
1203,deep jazz guitar,0.351565306122
1204,norwegian jazz,0.203969230769
1205,neo metal,0.302744897959
1206,gospel reggae,0.6898125
1207,traditional soul,0.72274
1208,persian traditional,0.295338
1209,coupe decale,0.811673469388
1210,italian progressive rock,0.421610204082
1211,manele,0.869340425532
1212,magyar,0.624775
1213,melodic progressive metal,0.297204347826
1214,japanoise,0.359644897959
1215,bay area hip hop,0.555154
1216,german ccm,0.341869565217
1217,bossa nova jazz,0.683833333333
1218,deep opera,0.143308888889
1219,greek indie,0.605940816327
1220,consort,0.249706122449
1221,chaotic black metal,0.13126875
1222,classic schlager,0.690391304348
1223,rap metalcore,0.500226
1224,slam death metal,0.2840875
1225,deep ambient,0.0691
1226,nz indie,0.627541666667
1227,polyphony,0.133340816327
1228,deep progressive trance,0.376510416667
1229,galego,0.585583333333
1230,indie fuzzpop,0.629020408163
1231,experimental psych,0.374394
1232,iskelma,0.54940212766
1233,italian folk,0.590456521739
1234,tekno,0.415973170732
1235,shanty,0.662528
1236,dark psytrance,0.344008888889
1237,breton folk,0.353420454545
1238,jig and reel,0.722385714286
1239,military band,0.686958333333
1240,technical brutal death metal,0.233308163265
1241,armenian folk,0.66432
1242,gamecore,0.314162
1243,tzadik,0.19954375
1244,neo-pagan,0.425666
1245,go-go,0.609795918367
1246,deep folk metal,0.34953125
1247,contemporary composition,0.1403875
1248,deep canadian indie,0.47895
1249,liturgical,0.089012244898
1250,speedcore,0.355534782609
1251,depressive black metal,0.111695918367
1252,accordion,0.648744680851
1253,skinhead reggae,0.854547619048
1254,bulgarian rock,0.597808510638
1255,harp,0.233247826087
1256,ambient fusion,0.427172916667
1257,funeral doom,0.144577272727
1258,pipe band,0.330934693878
1259,remix,0.447520408163
1260,screamocore,0.29943877551
1261,danish jazz,0.261320408163
1262,future ambient,0.34571875
1263,deep soft rock,0.600510204082
1264,spoken word,0.525986
1265,klezmer,0.57770952381
1266,j-core,0.391340425532
1267,deep german indie,0.524733333333
1268,minimal dubstep,0.33373125
1269,deep sunset lounge,0.280131818182
1270,bemani,0.301034693878
1271,indorock,0.648625
1272,flick hop,0.5466125
1273,indie shoegaze,0.315627083333
1274,vintage chanson,0.440595744681
1275,greek house,0.495180851064
1276,punta,0.775346938776
1277,doujin,0.339468
1278,corsican folk,0.485189361702
1279,nepali,0.294996
1280,screamo punk,0.28935
1281,ghettotech,0.579483673469
1282,west african jazz,0.728708333333
1283,college marching band,0.543551020408
1284,kuduro,0.541133333333
1285,neo-industrial rock,0.469502040816
1286,greek hip hop,0.637083333333
1287,barbershop,0.404736
1288,jazz orchestra,0.500991836735
1289,benga,0.710816326531
1290,brass ensemble,0.3584875
1291,stl indie,0.455273469388
1292,deep happy hardcore,0.368475
1293,hard glam,0.397804081633
1294,blues-rock guitar,0.576063829787
1295,mantra,0.216397826087
1296,british dance band,0.561022222222
1297,guitar case,0.479867346939
1298,african percussion,0.752020833333
1299,dallas indie,0.582253191489
1300,geek folk,0.44032
1301,carnatic,0.591913043478
1302,deep darkpsy,0.3162
1303,triangle indie,0.457258
1304,cumbia funk,0.857875
1305,thrash-groove metal,0.228026086957
1306,outer hip hop,0.525434782609
1307,throat singing,0.362685416667
1308,swedish pop punk,0.508555555556
1309,sinhala,0.569361702128
1310,dark minimal techno,0.179648888889
1311,chinese traditional,0.27177
1312,deep deep house,0.475767391304
1313,italian punk,0.585995454545
1314,unblack metal,0.282936170213
1315,deep vocal jazz,0.368191489362
1316,cornetas y tambores,0.394586956522
1317,jug band,0.645252083333
1318,indie pop rock,0.462344897959
1319,power noise,0.334693478261
1320,capoeira,0.72629787234
1321,commons,0.479082978723
1322,post-disco soul,0.783291666667
1323,halloween,0.54989375
1324,contemporary folk,0.404967346939
1325,finnish jazz,0.464540909091
1326,chinese indie rock,0.468423404255
1327,byzantine,0.0711346938776
1328,zim,0.782706521739
1329,black sludge,0.213718367347
1330,vintage jazz,0.760530612245
1331,dubsteppe,0.591553191489
1332,deep psytrance,0.335685714286
1333,street punk,0.408980434783
1334,breaks,0.388682978723
1335,drama,0.471875
1336,abstractro,0.18203877551
1337,deep new wave,0.6379625
1338,gospel blues,0.588604166667
1339,light music,0.269393617021
1340,deep southern soul,0.616653061224
1341,deep indie rock,0.545489795918
1342,mexican traditional,0.84987755102
1343,gothic post-punk,0.555267346939
1344,cajun,0.7601
1345,northern irish indie,0.489904255319
1346,british brass band,0.236012765957
1347,deep indie singer-songwriter,0.360915217391
1348,noise punk,0.2665125
1349,traditional funk,0.635063829787
1350,polish jazz,0.234974468085
1351,baroque ensemble,0.38605
1352,deep ragga,0.746347826087
1353,demoscene,0.295808695652
1354,japanese traditional,0.196264
1355,deep downtempo fusion,0.311316666667
1356,heavy gothic rock,0.358675
1357,bangla,0.51870212766
1358,covertrance,0.461940909091
1359,deep vocal house,0.586355555556
1360,deep freestyle,0.6446875
1361,classical organ,0.113653191489
1362,deep full on,0.465052272727
1363,makina,0.590674468085
1364,c64,0.606889583333
1365,spytrack,0.50213877551
1366,classical flute,0.40606122449
1367,musique concrete,0.0918361702128
1368,grim death metal,0.248234782609
1369,polka,0.906816326531
1370,slash punk,0.309104166667
1371,muziek voor kinderen,0.553653846154
1372,deep jazz fusion,0.594934782609
1373,classic eurovision,0.563428
1374,chamber choir,0.105241666667
1375,skiffle,0.716242553191
1376,poetry,0.372395833333
1377,deep funk house,0.692553191489
1378,fallen angel,0.322675
1379,electroacoustic improvisation,0.150574418605
1380,steelpan,0.680906
1381,belorush,0.430872340426
1382,fussball,0.627081632653
1383,oratory,0.41570212766
1384,deep east coast hip hop,0.604571428571
1385,grisly death metal,0.218397959184
1386,traditional reggae,0.786139534884
1387,spanish indie rock,0.385789583333
1388,sunset lounge,0.503558139535
1389,early music ensemble,0.32165
1390,contemporary classical,0.150808163265
1391,lowercase,0.12004
1392,punk ska,0.54506
1393,deep progressive house,0.43848
1394,indian rock,0.462347916667
1395,clarinet,0.309394594595
1396,deep jazz piano,0.28004893617
1397,deep melodic death metal,0.236574
1398,hardcore breaks,0.480456521739
1399,skinhead oi,0.631043478261
1400,vintage swing,0.682043478261
1401,hatecore,0.413545454545
1402,glitch beats,0.25854
1403,villancicos,0.733666666667
1404,deep classic garage rock,0.522634042553
1405,deep indie pop,0.437255319149
1406,neo soul-jazz,0.479170212766
1407,deep pop emo,0.507937777778
1408,traditional rockabilly,0.800787234043
1409,deep nordic folk,0.388029787234
1410,klapa,0.474646666667
1411,deep swedish rock,0.523142857143
1412,crossover prog,0.29346
1413,football,0.499995833333
1414,organic ambient,0.218891489362
1415,soda pop,0.625755102041
1416,deep chill-out,0.538084782609
1417,deep hardcore,0.37425
1418,deep filthstep,0.312213636364
1419,wrock,0.524959183673
1420,norwegian punk,0.500214583333
1421,deep northern soul,0.727489361702
1422,experimental dubstep,0.480852173913
1423,deep free jazz,0.434302
1424,raw black metal,0.163608
1425,thai indie,0.495222222222
1426,classic psychedelic rock,0.554793617021
1427,gamelan,0.391189795918
1428,deep surf music,0.698427659574
1429,dubstep product,0.431240425532
1430,goa trance,0.324261363636
1431,deep italo disco,0.773511111111
1432,deep thrash metal,0.356527083333
1433,deep g funk,0.554586956522
1434,accordeon,0.675091836735
1435,charred death,0.176618181818
1436,ambient dub techno,0.368074468085
1437,slovenian rock,0.533578723404
1438,maghreb,0.704693617021
1439,re:techno,0.221455555556
1440,malagasy folk,0.573360869565
1441,hard stoner rock,0.449767391304
1442,dark progressive house,0.397544444444
1443,zeuhl,0.421491111111
1444,neo honky tonk,0.685591836735
1445,tanzlmusi,0.636552083333
1446,deep dub techno,0.384763043478
1447,j-punk,0.560428571429
1448,noise,0.215633333333
1449,chill groove,0.558048780488
1450,tibetan,0.461482222222
1451,deep punk rock,0.555927272727
1452,deep power-pop punk,0.626895833333
1453,j-poppunk,0.500454545455
1454,italo beats,0.63565
1455,deep space rock,0.375921276596
1456,deep motown,0.7669375
1457,kc indie,0.521266
1458,new jack smooth,0.532395833333
1459,deep nz indie,0.572080851064
1460,alternative metalcore,0.356936956522
1461,chinese opera,0.477406666667
1462,vintage rockabilly,0.84208
1463,deep eurodance,0.707795918367
1464,deep cello,0.344485714286
1465,chill-out trance,0.283454166667
1466,german street punk,0.533754347826
1467,terrorcore,0.464125641026
1468,doomcore,0.166802173913
1469,twin cities indie,0.460120833333
1470,french folk,0.536157142857
1471,glitter trance,0.35505625
1472,nu electro,0.528168888889
1473,indie emo rock,0.453487804878
1474,deep classical piano,0.30149375
1475,ceilidh,0.6849375
1476,alternative hardcore,0.375948837209
1477,jangle rock,0.42068125
1478,skweee,0.534980434783
1479,bulgarian folk,0.232695833333
1480,deep neo-synthpop,0.374036956522
1481,rhythm and boogie,0.694733333333
1482,swedish jazz orkester,0.518324489796
1483,deep hardcore punk,0.509841860465
1484,chinese experimental,0.418832608696
1485,jazz composition,0.407768292683
1486,modern downshift,0.437066666667
1487,ethereal gothic,0.303139130435
1488,ghoststep,0.241477777778
1489,anime cv,0.60244
1490,modern free jazz,0.33035
1491,vintage schlager,0.673852173913
1492,song poem,0.592014285714
1493,neo-traditional country,0.577826086957
1494,deep orgcore,0.50866
1495,cryptic black metal,0.0910125
1496,cinematic dubstep,0.314792307692
1497,vintage country folk,0.692224489796
1498,vintage gospel,0.493912765957
1499,gothic doom,0.33225
1500,deep symphonic black metal,0.254973469388
1501,vintage reggae,0.809897959184
1502,deep german jazz,0.411887755102
1503,twee indie pop,0.451423076923
1504,saxophone,0.231948780488
1505,dark electro-industrial,0.380734
1506,deep delta blues,0.581632653061
1507,caucasian folk,0.338864583333
1508,chip hop,0.35550212766
1509,deep breakcore,0.407352173913
1510,deep deep tech house,0.400754285714
1511,deep string quartet,0.284
1512,necrogrind,0.24418
1513,central asian folk,0.543091489362
1514,drone psych,0.228065714286
1515,vintage swoon,0.469312244898
1516,rock noise,0.353682
1517,smooth urban r&b,0.502534883721
1518,deep latin jazz,0.565171794872
1519,vintage western,0.70175
