genre,acousticness
alternative roots rock,0.28799298
futurepop,0.028372144
vancouver indie,0.19231506
christian punk,0.065578916
choro,0.649326
african rock,0.1302494
deep talent show,0.27081954
e6fi,0.276971286
drone metal,0.12350873551
nordic house,0.0769662877551
electro bailando,0.1501308
early music,0.94032
psychobilly,0.055386432
hawaiian,0.662832
horror punk,0.166650824
andean,0.5429268
russian hip hop,0.245721020408
detroit techno,0.111352763265
progressive psytrance,0.0187731489796
comedy rock,0.312385510204
thai pop,0.29743122
psychill,0.161503210204
orchestral,0.8982
tribal house,0.0124413333333
atmospheric black metal,0.0330170944
progressive trance house,0.0489556
deep indian pop,0.355046734694
jazz trio,0.83158
classical performance,0.91096
persian pop,0.2866822
fado,0.668834
classical piano,0.951761904762
uk hip hop,0.199288959184
voidgaze,0.0925784488
danish hip hop,0.157498632653
zouk riddim,0.2799862
israeli rock,0.2700518
czech rock,0.200177618367
swedish reggae,0.138385957447
exotica,0.68609
praise,0.2020232
theme,0.518536
hungarian rock,0.0667509792
athens indie,0.207060208
neo-trad metal,0.0017316314
dub techno,0.371807428571
norwegian metal,0.0341480177551
venezuelan rock,0.1474776
choral,0.949434782609
aggrotech,0.0290760922
neo-progressive,0.155071816327
turkish alternative,0.1835750625
hungarian pop,0.211356920455
classic colombian pop,0.46163
kizomba,0.1836908
avant-garde,0.87864
columbus ohio indie,0.0772625204082
czech folk,0.302304893617
anime score,0.643049496
visual kei,0.0511595248
mizrahi,0.2321756
barnemusikk,0.693622
abstract beats,0.382280734694
italian metal,0.1025076216
popgaze,0.160572397959
indian folk,0.3836594
deep latin alternative,0.276875229167
power-pop punk,0.022717002
ok indie,0.354866592
deep chill,0.389941666667
classic turkish pop,0.5012486
french movie tunes,0.484410183673
bubble trance,0.0528276979592
goregrind,9.51918367347e-05
j-indie,0.038746698
vintage italian soundtrack,0.830662
melodic hard rock,0.050143284
deep tech house,0.01174615
dark cabaret,0.4033814
shibuya-kei,0.22999391875
deep pop punk,0.0284458125
folkmusik,0.427195084444
power blues-rock,0.171052204
rai,0.241394081633
p funk,0.22763072
swedish punk,0.0216950652174
russian punk,0.19854976
spanish reggae,0.262759
black thrash,0.002841944
fidget house,0.0185628571429
shimmer psych,0.2845373906
musica nativista,0.41682
albanian pop,0.136475
horrorcore,0.0936977
basque rock,0.104738684681
violin,0.951681818182
nu skool breaks,0.04555418
melodic power metal,0.014035611
turkish classical,0.772755102041
highlife,0.32346
belly dance,0.2419568
string quartet,0.69618
classic belgian pop,0.398
indie psych-pop,0.352899883673
southern gospel,0.405716734694
chiptune,0.2551514536
soukous,0.317224
lds,0.912428571429
instrumental post rock,0.526312979592
irish country,0.603072857143
brass band,0.097248094
classic polish pop,0.470833744681
bouncy house,0.03412198
vintage swedish pop,0.649427659574
timba,0.432712
classic peruvian pop,0.4917
renaissance,0.95414
acid techno,0.2736469
norwegian gospel,0.58662
yugoslav rock,0.319348367347
dominican pop,0.489124
classic icelandic pop,0.33409606383
arab folk,0.705573541667
southern soul blues,0.22435472
perth indie,0.2029916
neue deutsche welle,0.194984928571
swiss rock,0.19323372
zouk,0.305124
deep melodic metalcore,0.00532327
sega,0.157544061224
mod revival,0.061360274
pakistani pop,0.414951020408
deep soul house,0.11692276
french folk pop,0.512238541667
deep christian rock,0.4304542
c86,0.208031486
rio de la plata,0.411492914583
native american,0.878242081633
college a cappella,0.443182
uk dub,0.137795714286
jazz bass,0.462708
miami bass,0.04445128
ambient idm,0.51568224
polish reggae,0.173861326531
nordic folk,0.334849212
hauntology,0.52632364
vienna indie,0.395814604167
swamp pop,0.463716
modern uplift,0.0677190625
catalan folk,0.574675208333
chanson quebecois,0.477511875
girl group,0.469618
brazilian composition,0.915125
digital hardcore,0.0686001598
hip hop tuga,0.306188680851
hip hop quebecois,0.167735625
deep neofolk,0.533124489796
vintage french electronic,0.376015979592
samba-enredo,0.517308695652
vocaloid,0.090421344898
italian jazz,0.8673
croatian pop,0.282392708333
spanish folk,0.41724512
hard minimal techno,0.0178862040816
vintage tango,0.9
desert blues,0.5702682
garage punk,0.0614387082
bounce,0.136296818182
hiplife,0.2930125
mexican son,0.539472916667
german oi,0.0278905489796
classical guitar,0.971367346939
drumfunk,0.0476075918367
czech hip hop,0.161128695652
appalachian folk,0.768257142857
vietnamese pop,0.577528
balkan brass,0.297341
free improvisation,0.66314506383
riot grrrl,0.0513761458
rosary,0.82958
electronica,0.33561494
underground latin hip hop,0.142721875
karneval,0.0896474468085
serialism,0.908979591837
cante flamenco,0.650170212766
tico,0.263582653061
boogie-woogie,0.62274
morna,0.718398
ecuadoria,0.263307416327
traditional rock 'n roll,0.325453
estonian pop,0.2430254
tin pan alley,0.88542
german show tunes,0.65785
disco polo,0.04427096
portuguese pop,0.177214347826
mbalax,0.397414285714
harpsichord,0.88426
deep soundtrack,0.6194156
polish indie,0.223739081633
cyber metal,0.00514158346939
kids dance party,0.16937499
metal guitar,0.0911037164
thrash core,0.0278624446
outsider,0.591217510204
full on,0.00496678333333
composition d,0.937208333333
deep liquid,0.0182859244898
kompa,0.29282
new age piano,0.96852
heavy alternative,0.0207390489796
jumpstyle,0.0333302
electropunk,0.14837779
classic czech pop,0.308163525581
stomp and whittle,0.34015072
slovak hip hop,0.192093111111
beats,0.059622874898
brutal deathcore,0.0132636346
finnish indie,0.347628522917
makossa,0.316130612245
qawwali,0.422086
kwaito house,0.160283959184
witch house,0.182176569388
j-ambient,0.892628571429
atmospheric post rock,0.273930538
zillertal,0.442945652174
gothic alternative,0.0413739142
funk carioca,0.293593958333
latvian pop,0.225454914894
crust punk,0.0315774088
oshare kei,0.0830147708333
blackgaze,0.10938313449
psych gaze,0.0259241018367
grunge pop,0.0242902689796
orquesta tropical,0.336659183673
ghazal,0.72448
classic venezuelan pop,0.525912244898
rva indie,0.21564591
irish indie,0.39601
denver indie,0.1964901992
world chill,0.381586379592
deep gothic post-punk,0.09624124
ethiopian pop,0.377279591837
deep rai,0.260499347826
electro dub,0.0804188217391
traditional ska,0.18625076
hungarian hip hop,0.264864
fake,0.116887762
beatdown,0.010651361
deep acoustic pop,0.424555691837
drone folk,0.720826530612
canadian hip hop,0.173033163265
louisville indie,0.1971795452
dirty texas rap,0.126202653061
neofolk,0.284611275918
neo-rockabilly,0.3787748
judaica,0.34398496
deep flow,0.0848741842105
japanese psychedelic,0.1969297808
ragtime,0.920632653061
anarcho-punk,0.1030821834
workout,0.0742696
austrian hip hop,0.186881916667
guidance,0.7133278
traditional british folk,0.780755102041
calypso,0.7827
orquesta tipica,0.9088
swiss hip hop,0.155056416667
geek rock,0.216255730612
deep adult standards,0.78854
blaskapelle,0.799419148936
classic french pop,0.29127151
nwothm,0.0180574144898
deep smooth jazz,0.246517518
deep dance pop,0.120752265306
dark black metal,0.0235037769388
abstract,0.41247793125
tone,0.851494541667
neo-synthpop,0.07583698
minimal melodic techno,0.108671361702
nerdcore,0.14249682
ukulele,0.798916
kurdish folk,0.400859795918
ukrainian rock,0.245680204082
kayokyoku,0.593255102041
new beat,0.00819789
lithumania,0.250192291667
modern southern rock,0.1192034
euroska,0.0756561083333
k-rock,0.460593612245
classic soundtrack,0.57941
zouglou,0.213046530612
australian indie,0.187934121
indie emo,0.0883522326531
lo star,0.2296094
atmospheric post-metal,0.0312114822
broken beat,0.13933322
acousmatic,0.91096
minimal wave,0.142961700612
solipsynthm,0.089845
swedish prog,0.25273512
alternative americana,0.44125755102
darkstep,0.0089066977551
nl folk,0.42417264
marching band,0.744416326531
lounge house,0.405884893617
semba,0.386174583333
underground power pop,0.152642924
psychedelic blues-rock,0.144917595833
crack rock steady,0.06446789
vegan straight edge,0.181542312245
motivation,0.804828
schranz,0.0114862842857
traditional swing,0.268128104167
chalga,0.149913346939
musiikkia lapsille,0.492586086957
footwork,0.068827238
breakcore,0.258548547755
yoik,0.465374916667
leeds indie,0.16411014449
tribute,0.283384653061
funky breaks,0.0494003959184
indian classical,0.796666666667
didgeridoo,0.341387805106
classic dutch pop,0.232738428571
slc indie,0.1145380774
deep contemporary country,0.297890755102
danish indie,0.33306244375
belgian indie,0.301524375
jazz brass,0.727040816327
deep brazilian pop,0.664835319149
corrosion,0.035486658
black death,0.0069596764
japanese jazztronica,0.119175822
electro trash,0.0134685469388
classic afrobeat,0.2488056
gothic americana,0.41339755102
slavic metal,0.0497456968
dark hardcore,0.0982402826087
scratch,0.262576897959
traditional scottish folk,0.466245282245
hebrew pop,0.12924976
garage punk blues,0.39686457
hindustani classical,0.821270833333
indie singer-songwriter,0.6377586
deep german punk,0.0526036545652
deep disco,0.10112049
electronicore,0.0034158822449
zydeco,0.223072
usbm,0.1039962476
string folk,0.864836734694
beach music,0.4106
luk thung,0.535426530612
michigan indie,0.36188854
south african jazz,0.39223
islamic recitation,0.892387755102
spanish invasion,0.376411875
russian alternative,0.0575106722917
deep orchestral,0.969531914894
mallet,0.512300604167
dark ambient,0.83987755102
ragga jungle,0.101763645833
progressive alternative,0.01946951
fast melodic punk,0.00325463891304
martial industrial,0.362509398947
deep discofox,0.0987403061224
enka,0.638895833333
kwaito,0.131160653061
porro,0.351514
power violence,0.0038211688
finnish hardcore,0.0277574713636
neurostep,0.02000020625
classic russian pop,0.0923363061224
vapor house,0.103569673469
deep melodic hard rock,0.0120073
downtempo fusion,0.253646108
ostrock,0.267470545652
spanish classical,0.884510638298
monastic,0.95906122449
string band,0.5818748
ambient psychill,0.127553857143
faroese pop,0.455440408163
musica per bambini,0.5783984375
rebetiko,0.5721875
romanian rock,0.259426394043
panpipe,0.5118325
afrikaans,0.17163825
abstract idm,0.52199427551
deep psychobilly,0.10989987
ugandan pop,0.275126
bass trip,0.23092574
power electronics,0.188486
french punk,0.0864400938776
library music,0.476924489796
j-reggae,0.15263526087
russian folk,0.87136
musique pour enfants,0.764369387755
hard house,0.0323306458333
concert piano,0.981673469388
trash rock,0.270987520833
wind ensemble,0.96626
deep liquid bass,0.0446276744681
deep jazz guitar,0.893163265306
norwegian jazz,0.821846153846
neo metal,0.00513964040816
gospel reggae,0.208802708333
traditional soul,0.3053048
persian traditional,0.90232
coupe decale,0.233416326531
italian progressive rock,0.285977120408
manele,0.138502553191
magyar,0.452630681818
melodic progressive metal,0.016263426087
japanoise,0.25199701551
bay area hip hop,0.11674702
german ccm,0.333834065217
bossa nova jazz,0.548556395833
deep opera,0.953888888889
greek indie,0.265481673469
consort,0.942081632653
chaotic black metal,0.0471020779167
classic schlager,0.749863043478
rap metalcore,0.100143578
slam death metal,0.00222300375
deep ambient,0.853158
nz indie,0.18202891875
polyphony,0.941959183673
deep progressive trance,0.0302811285417
galego,0.254856145833
indie fuzzpop,0.30850904898
experimental psych,0.44837983
iskelma,0.776
italian folk,0.494497173913
tekno,0.0259293956098
shanty,0.765766
dark psytrance,0.0134678444444
breton folk,0.679663545455
jig and reel,0.799795918367
military band,0.9595
technical brutal death metal,0.00116072122449
armenian folk,0.278801518
gamecore,0.200830494
tzadik,0.739258333333
neo-pagan,0.5497749
go-go,0.110931510204
deep folk metal,0.02320074875
contemporary composition,0.895125
deep canadian indie,0.217432806
liturgical,0.98412244898
speedcore,0.0171605413043
depressive black metal,0.333725425306
accordion,0.667815425532
skinhead reggae,0.336976904762
bulgarian rock,0.176802702128
harp,0.823630434783
ambient fusion,0.144468833333
funeral doom,0.0121617088636
pipe band,0.211493630816
remix,0.0164323265306
screamocore,0.000520682857143
danish jazz,0.814346938776
future ambient,0.26913
deep soft rock,0.350009326531
spoken word,0.56191626
klezmer,0.629223809524
j-core,0.0521349276596
deep german indie,0.289531166667
minimal dubstep,0.0616758291667
deep sunset lounge,0.568353863636
bemani,0.733387755102
indorock,0.401571535417
flick hop,0.116775208333
indie shoegaze,0.071645724375
vintage chanson,0.928425531915
greek house,0.0595636808511
punta,0.176788979592
doujin,0.150427266
corsican folk,0.633546808511
nepali,0.685232
screamo punk,0.0360358272
ghettotech,0.0232177367347
west african jazz,0.563685979167
college marching band,0.705142857143
kuduro,0.0822361644444
neo-industrial rock,0.0534143010204
greek hip hop,0.13667625
barbershop,0.7958
jazz orchestra,0.358025102041
benga,0.300044693878
brass ensemble,0.925014583333
stl indie,0.316062428571
deep happy hardcore,0.018285575
hard glam,0.0240280157143
blues-rock guitar,0.355608382979
mantra,0.752565217391
british dance band,0.954911111111
guitar case,0.291979591837
african percussion,0.2166
dallas indie,0.184648234043
geek folk,0.5603834
carnatic,0.80452173913
deep darkpsy,0.00516670533333
triangle indie,0.1126040342
cumbia funk,0.353245833333
thrash-groove metal,0.0429311804348
outer hip hop,0.131774006522
throat singing,0.611269458333
swedish pop punk,0.0173735866667
sinhala,0.35281787234
dark minimal techno,0.0415132035556
chinese traditional,0.84688
deep deep house,0.0159108173913
italian punk,0.115384029545
unblack metal,0.00521953893617
deep vocal jazz,0.796574468085
cornetas y tambores,0.870260869565
jug band,0.815427083333
indie pop rock,0.111262385918
power noise,0.0747323369565
capoeira,0.690655319149
commons,0.373894
post-disco soul,0.170699791667
halloween,0.378425416667
contemporary folk,0.795306122449
finnish jazz,0.513148863636
chinese indie rock,0.241058959574
byzantine,0.984591836735
zim,0.477827391304
black sludge,0.00897491061224
vintage jazz,0.958163265306
dubsteppe,0.0584893617021
deep psytrance,0.0730721897959
street punk,0.00744967978261
breaks,0.0172308829787
drama,0.731479166667
abstractro,0.472340852449
deep new wave,0.113809916667
gospel blues,0.895895833333
light music,0.904170212766
deep southern soul,0.450364693878
deep indie rock,0.193510591837
mexican traditional,0.618489795918
gothic post-punk,0.103611950408
cajun,0.3000076
northern irish indie,0.246004922553
british brass band,0.938340425532
deep indie singer-songwriter,0.411814934783
noise punk,0.0355462147917
traditional funk,0.165756442553
polish jazz,0.78125375
baroque ensemble,0.92932
deep ragga,0.129370934783
demoscene,0.277308460435
japanese traditional,0.9601
deep downtempo fusion,0.25002425
heavy gothic rock,0.0379589664583
bangla,0.442162276596
covertrance,0.0443755
deep vocal house,0.0489846
deep freestyle,0.0550130625
classical organ,0.748640425532
deep full on,0.030456725
makina,0.0274920276596
c64,0.331495679167
spytrack,0.387353040816
classical flute,0.922489795918
musique concrete,0.862282746809
grim death metal,0.0181370271739
polka,0.54542244898
slash punk,0.121788629167
muziek voor kinderen,0.318502334615
deep jazz fusion,0.11946903913
classic eurovision,0.40722566
chamber choir,0.966208333333
skiffle,0.598810638298
poetry,0.7610625
deep funk house,0.0321155744681
fallen angel,0.0167789708333
electroacoustic improvisation,0.757888372093
steelpan,0.6001326
belorush,0.105467082979
fussball,0.119909036735
oratory,0.926489361702
deep east coast hip hop,0.094406
grisly death metal,0.00641789
traditional reggae,0.106170162791
spanish indie rock,0.0646219958333
sunset lounge,0.22290892093
early music ensemble,0.902217391304
contemporary classical,0.889714285714
lowercase,0.793940924444
punk ska,0.103603684
deep progressive house,0.0320981111111
indian rock,0.181479729167
clarinet,0.878421052632
deep jazz piano,0.818893617021
deep melodic death metal,0.0003154228
hardcore breaks,0.200408815217
skinhead oi,0.00890392826087
vintage swing,0.93052173913
hatecore,0.0449232447727
glitch beats,0.393111977778
villancicos,0.488486666667
deep classic garage rock,0.460362587234
deep indie pop,0.199652042553
neo soul-jazz,0.303773404255
deep pop emo,0.04487498
traditional rockabilly,0.622617021277
deep nordic folk,0.861916666667
klapa,0.421791111111
deep swedish rock,0.047254034898
crossover prog,0.231037186222
football,0.48548673125
organic ambient,0.496911680851
soda pop,0.592793877551
deep chill-out,0.24709
deep hardcore,0.0768457947826
deep filthstep,0.0204112613636
wrock,0.197277755102
norwegian punk,0.116462214167
deep northern soul,0.389085319149
experimental dubstep,0.04280445
deep free jazz,0.640304
raw black metal,0.1215881746
thai indie,0.301818601778
classic psychedelic rock,0.252507234043
gamelan,0.805534693878
deep surf music,0.151184906383
dubstep product,0.0263413255319
goa trance,0.0639271659091
deep italo disco,0.092093
deep thrash metal,0.00214315791667
deep g funk,0.0982043478261
accordeon,0.710551773469
charred death,0.00837527590909
ambient dub techno,0.383153723404
slovenian rock,0.142576308511
maghreb,0.240662914894
re:techno,0.00279999833333
malagasy folk,0.426278478261
hard stoner rock,0.0230460880435
dark progressive house,0.0313948142222
zeuhl,0.178255233111
neo honky tonk,0.347457326531
tanzlmusi,0.898020833333
deep dub techno,0.238617847826
j-punk,0.0427863142857
noise,0.150166228222
chill groove,0.267121226829
tibetan,0.548889333333
deep punk rock,0.0684925590909
deep power-pop punk,0.0194165902083
j-poppunk,0.00521546818182
italo beats,0.01194461
deep space rock,0.123498268085
deep motown,0.5161398125
kc indie,0.246878862
new jack smooth,0.190631041667
deep nz indie,0.214470025319
alternative metalcore,0.0163778593478
chinese opera,0.410344444444
vintage rockabilly,0.68084
deep eurodance,0.0732693938776
deep cello,0.941734693878
chill-out trance,0.178703020833
german street punk,0.0618452217391
terrorcore,0.0511795128205
doomcore,0.0604695891304
twin cities indie,0.360981875
french folk,0.837857142857
glitter trance,0.0301013729167
nu electro,0.021161916
indie emo rock,0.271359385366
deep classical piano,0.985229166667
ceilidh,0.436993541667
alternative hardcore,0.0171315795349
jangle rock,0.212317897917
skweee,0.10769201087
bulgarian folk,0.8776875
deep neo-synthpop,0.0578872054348
rhythm and boogie,0.6803125
swedish jazz orkester,0.894612244898
deep hardcore punk,0.0492667162791
chinese experimental,0.151473091304
jazz composition,0.637687804878
modern downshift,0.01813849375
ethereal gothic,0.16144295
ghoststep,0.0580472119444
anime cv,0.0419910248
modern free jazz,0.537471956522
vintage schlager,0.940739130435
song poem,0.715728571429
neo-traditional country,0.290621
deep orgcore,0.0928640253333
cryptic black metal,0.035347922
cinematic dubstep,0.0902791666667
vintage country folk,0.953367346939
vintage gospel,0.925276595745
gothic doom,0.0637617182609
deep symphonic black metal,0.0209486869388
vintage reggae,0.328979183673
deep german jazz,0.684265306122
twee indie pop,0.1191265
saxophone,0.969731707317
dark electro-industrial,0.044348888
deep delta blues,0.942224489796
caucasian folk,0.681063947917
chip hop,0.0774442104167
deep breakcore,0.103637591304
deep deep tech house,0.0267463942857
deep string quartet,0.95056
necrogrind,0.0300363313333
central asian folk,0.836978723404
drone psych,0.735407428571
vintage swoon,0.613841836735
rock noise,0.163318956
smooth urban r&b,0.324551790698
deep latin jazz,0.539294871795
vintage western,0.856
